-13.994527,-369.808422,-72.835238
-13.942245,-368.548646,-74.337986
-14.660174,-368.198891,-72.615976
-43.341769,-385.419854,-51.962278
-44.542275,-385.648774,-53.615043
-43.270850,-386.316765,-54.167993
-14.820750,-368.598376,-70.765476
-14.134032,-371.068622,-71.370354
-15.800269,-364.457103,-71.859553
-15.908759,-366.324800,-72.242064
-15.459105,-364.545811,-73.272625
-14.902712,-366.484802,-74.227065
-44.299795,-386.037786,-55.497617
-45.726870,-385.316669,-55.093464
-42.027245,-386.755128,-54.917731
-42.745634,-386.617959,-55.991913
-32.646698,-377.507493,-44.916797
-34.754259,-377.199127,-44.876892
-33.766573,-378.920446,-45.514758
-35.789781,-378.783794,-45.624993
-14.238726,-370.190552,-69.421798
-15.093768,-368.241786,-68.942202
-14.376458,-372.354848,-69.904073
-14.534022,-369.758074,-67.644244
-15.235740,-368.093039,-67.069261
-14.779276,-369.658238,-65.892779
-15.474206,-367.944132,-65.170083
-15.044033,-369.636706,-64.054556
-15.847763,-367.957030,-63.312914
-15.458049,-369.603882,-62.184016
-16.267201,-367.999234,-61.451765
-46.401892,-384.700888,-53.629003
-45.466580,-384.580110,-52.090151
-14.246493,-371.629197,-68.077164
-14.759688,-373.585869,-68.426724
-44.201756,-384.009049,-50.542547
-42.109531,-384.837159,-50.482865
-15.176003,-374.848255,-66.993721
-14.553526,-372.810246,-66.702744
-15.639217,-376.199844,-65.648140
-14.850457,-373.967249,-65.311906
-15.916384,-377.366415,-64.095920
-15.111769,-375.069907,-63.829531
-16.048749,-369.577279,-60.355429
-16.738618,-367.797742,-59.611882
-16.533401,-378.578271,-62.748468
-15.569596,-376.020521,-61.919606
-42.791586,-383.247477,-49.259445
-40.730655,-384.014069,-49.234438
-16.734158,-369.492409,-58.541997
-17.345527,-367.526482,-57.817785
-14.764379,-364.578372,-75.150192
-14.015079,-366.722139,-76.319865
-41.542730,-386.412349,-52.725326
-40.105846,-387.097969,-54.767397
-39.332883,-386.714832,-52.753295
-38.169631,-387.316032,-54.549421
-37.434675,-386.816388,-52.648561
-36.229769,-387.375657,-54.283001
-35.520875,-386.802282,-52.437492
-34.288676,-387.291133,-54.029850
-33.545047,-386.624914,-52.291625
-32.351398,-387.076424,-53.893072
-31.588722,-386.315923,-52.238629
-30.430686,-386.738556,-53.906329
-29.670539,-385.871310,-52.228044
-28.590853,-386.154559,-53.655443
-41.331251,-382.290627,-48.309126
-39.225028,-382.997912,-48.278548
-40.012078,-381.180381,-47.440154
-38.036462,-381.690815,-47.346240
-38.873528,-379.896009,-46.621861
-37.062642,-380.179026,-46.421042
-34.931997,-380.368534,-46.269162
-36.063381,-381.777590,-47.158719
-45.405917,-385.510271,-56.871909
-47.024179,-384.569901,-56.290255
-46.425333,-384.723705,-58.257132
-47.894205,-383.660818,-57.722890
-47.193989,-383.493043,-59.577411
-48.521652,-382.410553,-59.051407
-37.162141,-383.194716,-48.252542
-37.798093,-378.526200,-45.818037
-36.704356,-377.048988,-45.167075
-40.121157,-385.642272,-50.908495
-38.379208,-384.756595,-49.606251
-17.505841,-379.903315,-61.652981
-16.451929,-377.982968,-60.665265
-18.503074,-381.007085,-60.404956
-17.482000,-379.353325,-59.560080
-19.551362,-381.889498,-59.009601
-18.502650,-380.429546,-58.336084
-20.708517,-382.590181,-57.593573
-19.612591,-381.297286,-57.026150
-21.942837,-383.252384,-56.297187
-20.920733,-382.013923,-55.732903
-27.784436,-385.264465,-52.361729
-26.731177,-385.629750,-53.971221
-25.938341,-384.512576,-52.787144
-24.991842,-384.868482,-54.465904
-40.993078,-387.060856,-56.259907
-39.037056,-387.366017,-56.219140
-37.042860,-387.547835,-56.045548
-35.078762,-387.544872,-55.830470
-33.144036,-387.411399,-55.654071
-31.213987,-387.154860,-55.534510
-29.319504,-386.793358,-55.404691
-27.514805,-386.313640,-55.340429
-26.031836,-385.812414,-55.315280
-23.485205,-384.145452,-55.448681
-24.846333,-385.301956,-56.158183
-23.472893,-384.591139,-57.202748
-22.125384,-383.855995,-58.348392
-20.902327,-383.067632,-59.622933
-19.755110,-382.248657,-60.971229
-18.698630,-381.223411,-62.290171
-17.686425,-380.129213,-63.538069
-16.942252,-378.876986,-64.824043
-16.429407,-377.657847,-66.157528
-15.956456,-376.481864,-67.529848
-15.435053,-375.297259,-68.914362
-14.882120,-374.126198,-70.335143
-14.361428,-372.915094,-71.770386
-13.788077,-371.658265,-73.189228
-13.299389,-370.230984,-74.707205
-13.240386,-368.677062,-76.375747
-30.534265,-377.196329,-45.123263
-31.628157,-378.971060,-45.632974
-28.537002,-376.430755,-45.391759
-29.327022,-378.826776,-46.293916
-26.588921,-375.484079,-45.612911
-27.239406,-377.664822,-46.698638
-24.866465,-374.989430,-46.703437
-25.503838,-376.717210,-47.317391
-22.412864,-382.798246,-54.491933
-24.127421,-383.669546,-53.464628
-47.991582,-383.486546,-54.307398
-47.304937,-383.376419,-52.566612
-49.306771,-382.099268,-55.083695
-48.753579,-382.152510,-53.267681
-50.191978,-380.774293,-55.056451
-49.696201,-381.122428,-53.906686
-50.999321,-379.392940,-55.025959
-50.432606,-379.853391,-53.716080
-51.322299,-377.953680,-53.772668
-50.694387,-377.208856,-52.154017
-50.210796,-378.959380,-52.240843
-49.731614,-376.248983,-50.801949
-49.429216,-378.019371,-50.834766
-48.677169,-374.955003,-49.845094
-48.369508,-376.903170,-49.717455
-47.514464,-373.569162,-49.162516
-47.214604,-375.725435,-48.796946
-46.119739,-372.359354,-48.560035
-45.851854,-374.505199,-48.083152
-44.967621,-370.863731,-48.600039
-44.213155,-373.054162,-47.536173
-35.586381,-375.613165,-44.694271
-33.642883,-376.195063,-44.579383
-34.239305,-374.083437,-44.237587
-32.336310,-375.412542,-44.351073
-32.417985,-373.405879,-44.129608
-30.261085,-373.588158,-44.288566
-44.546177,-369.148153,-49.231614
-43.239981,-370.455214,-47.803739
-44.754912,-367.680507,-50.487632
-43.261777,-367.819124,-48.976176
-45.063070,-366.650217,-52.117542
-43.771832,-366.297244,-50.946185
-45.704859,-366.323448,-53.841708
-44.225482,-365.528362,-52.854392
-47.006342,-366.735917,-55.143651
-45.714073,-365.854064,-55.372590
-44.554369,-365.250089,-54.707982
-48.612636,-367.756046,-55.613393
-47.813465,-366.738520,-57.042305
-46.317134,-365.929962,-56.759092
-50.120056,-368.716008,-56.194321
-49.263022,-367.718325,-57.534741
-51.196655,-369.713440,-57.425740
-50.594427,-368.826394,-58.296883
-51.728087,-371.626708,-57.706172
-51.353107,-370.482476,-58.961547
-51.961663,-373.627465,-57.794907
-51.653590,-372.496285,-59.286620
-51.879719,-375.629499,-57.772813
-51.632076,-374.566439,-59.383634
-51.463662,-377.631370,-57.727591
-51.312916,-376.523596,-59.310838
-50.733387,-379.328647,-58.282906
-50.944381,-378.082857,-59.219000
-49.613782,-380.751617,-59.122301
-50.192697,-379.259944,-59.940318
-49.025225,-380.581787,-60.452904
-47.826390,-381.948305,-60.863844
-15.705522,-366.143858,-66.255017
-16.127008,-366.011851,-68.376304
-15.275796,-364.463164,-67.170235
-15.543448,-364.435751,-68.844131
-16.107853,-365.349229,-70.195675
-15.422287,-363.592567,-70.182609
-15.819384,-366.282396,-64.067609
-15.273037,-364.505141,-65.083630
-16.110166,-366.245844,-61.910483
-15.536957,-364.474701,-63.001949
-16.482277,-366.028863,-59.771227
-15.807517,-364.315261,-60.970952
-15.193298,-362.962682,-71.830064
-17.008152,-365.311435,-57.025840
-16.077229,-363.781443,-58.882895
-31.693590,-371.827728,-44.147734
-29.703784,-371.659586,-44.406646
-28.567076,-373.382093,-44.720104
-27.761472,-371.495155,-44.837333
-26.928921,-372.932864,-45.339488
-25.874214,-371.599523,-45.772154
-25.014379,-373.709554,-46.630940
-24.014157,-373.855864,-47.643778
-23.968652,-375.752356,-48.020106
-24.221177,-371.889544,-46.973434
-13.943373,-364.673789,-77.123658
-13.329797,-366.888361,-77.898070
-17.664700,-369.430394,-56.741496
-18.287389,-367.316329,-55.967505
-46.242623,-140.389287,-90.107132
-47.788587,-141.526417,-90.352597
-46.931763,-141.169552,-88.571262
-48.165115,-142.207890,-88.745721
-49.173642,-142.725125,-89.599853
-44.559307,-139.494512,-89.472483
-45.476933,-139.948151,-88.249712
-42.702758,-138.704764,-89.394533
-43.809159,-138.745810,-88.021527
-40.770577,-138.212703,-89.613703
-41.865712,-137.770204,-88.121463
-38.789481,-137.941878,-89.861373
-39.781627,-137.108401,-88.496931
-36.815873,-137.542329,-89.982484
-37.575096,-136.747331,-88.910444
-49.648073,-143.071885,-88.075853
-51.054261,-143.331171,-89.701115
-51.782197,-144.004653,-88.461147
-53.032054,-143.497423,-89.847614
-53.798928,-144.413800,-88.782841
-54.987308,-143.484532,-90.279255
-55.691025,-144.844749,-89.260706
-56.839513,-143.604974,-91.021642
-57.379597,-145.521608,-89.953797
-58.191087,-144.702206,-91.313868
-58.051253,-143.520623,-92.530824
-58.949147,-145.031742,-92.592942
-58.715079,-144.052665,-93.804894
-57.801713,-142.811449,-94.214205
-58.673244,-143.964632,-95.316366
-57.592087,-142.438663,-95.931988
-58.326050,-144.054243,-97.084051
-57.321511,-142.615330,-97.731910
-57.648862,-144.249161,-98.835793
-56.658268,-142.964202,-99.395201
-56.554511,-144.367879,-100.454335
-55.174089,-142.670707,-100.894815
-55.115369,-144.389543,-101.957887
-53.492645,-142.692092,-102.231276
-53.320449,-144.405906,-103.113266
-51.562634,-142.402367,-102.947791
-51.273549,-144.303259,-103.835705
-49.482763,-142.000418,-103.236585
-49.141933,-144.226145,-104.331687
-47.400503,-141.888072,-103.647995
-42.174648,-137.235469,-97.602398
-41.470438,-136.976309,-95.892100
-40.483377,-137.599519,-97.417425
-39.921995,-137.453912,-95.905567
-40.348459,-137.353739,-94.374098
-38.737019,-137.742284,-94.957287
-39.138336,-137.782765,-92.926732
-37.341772,-138.388924,-93.719675
-37.947190,-137.971537,-91.478984
-35.662468,-138.997140,-92.268767
-43.354600,-137.813899,-98.984724
-41.379443,-138.101237,-99.020050
-44.232129,-138.613938,-100.499773
-42.361082,-138.860680,-100.452378
-44.783380,-139.721632,-101.976292
-43.242824,-139.861911,-101.817870
-45.938495,-140.818079,-102.956521
-44.205182,-141.006028,-102.978243
-45.488521,-142.448637,-103.890968
-47.017379,-144.309383,-104.551292
-34.345760,-138.657519,-90.634562
-35.142369,-137.111017,-89.339120
-14.410347,-371.081379,-66.619793
-58.793398,-146.199796,-90.990428
-43.749731,-386.191204,-57.334433
-47.932068,-141.850794,-87.274306
-41.935685,-386.738923,-57.703907
-38.433983,-386.057830,-51.313214
-46.524412,-140.474291,-86.873264
-45.086721,-138.984895,-86.599665
-14.587796,-371.642624,-65.009635
-43.247507,-137.393900,-86.366109
-40.991708,-136.303048,-87.051499
-14.871202,-371.416665,-63.021579
-14.755282,-373.089182,-63.836912
-38.665582,-135.714634,-87.539129
-14.736241,-362.580520,-73.614985
-36.079017,-135.606459,-88.048330
-14.044813,-362.121441,-75.776007
-49.025721,-142.750946,-86.090155
-15.257852,-371.426620,-61.175169
-50.721382,-144.075883,-86.776149
-52.629265,-144.986682,-87.286889
-51.541352,-145.295579,-85.766447
-14.983014,-373.421979,-62.296171
-47.603205,-141.180201,-85.517927
-32.865090,-380.478992,-46.303730
-46.284829,-139.587395,-85.177385
-44.971277,-137.979686,-84.887198
-36.785866,-385.907984,-50.931701
-49.941029,-143.967086,-84.926009
-48.441248,-142.300197,-84.178288
-36.050612,-384.613822,-49.401487
-34.783642,-385.772657,-50.753409
-47.141578,-140.484613,-83.726345
-49.508223,-380.673055,-52.525588
-46.081777,-138.702935,-83.445095
-53.204479,-146.254359,-86.265419
-48.781120,-379.880435,-51.003036
-54.442176,-145.770094,-87.747557
-47.838765,-378.765917,-49.829596
-56.163281,-146.586909,-88.364676
-32.783754,-385.578889,-50.705336
-57.925558,-147.349911,-89.155474
-33.967975,-384.509738,-49.340176
-54.806145,-147.287784,-86.686205
-35.069820,-383.209838,-48.165548
-34.013394,-381.865890,-47.129694
-56.584237,-148.245309,-87.161881
-33.055497,-383.186472,-48.195330
-50.667854,-145.556926,-84.131549
-52.112356,-146.419509,-85.016230
-32.075361,-381.869173,-47.285437
-53.294833,-147.544978,-85.149773
-44.743905,-385.411880,-58.704124
-54.853705,-148.796080,-85.399839
-45.646192,-384.418679,-60.030750
-51.567552,-147.247781,-83.786290
-46.386331,-383.061412,-61.271208
-42.927680,-386.003598,-59.118857
-52.843841,-148.907403,-83.818796
-43.910321,-385.099395,-60.460712
-49.051046,-143.962998,-82.805078
-44.772963,-383.940431,-61.685327
-46.196400,-382.891502,-50.912108
-49.879121,-146.196659,-82.440162
-44.752083,-382.199107,-49.572694
-50.627215,-148.446786,-82.028253
-43.243533,-381.441110,-48.506104
-47.647411,-141.730779,-82.283792
-30.831511,-385.246944,-50.741812
-46.741827,-139.687387,-81.933847
-28.942784,-384.713323,-50.880445
-31.985270,-384.321034,-49.394432
-47.821245,-143.089888,-80.815845
-48.642856,-144.965473,-81.244662
-31.178870,-383.044911,-48.304121
-48.857848,-146.698109,-80.653347
-30.087098,-383.979734,-49.495960
-47.701459,-144.747936,-79.649371
-15.957611,-371.421586,-59.330928
-47.059348,-140.868123,-80.373126
-15.456071,-373.583132,-60.396650
-47.098269,-142.321076,-78.652425
-16.028785,-375.716469,-59.616475
-59.315202,-145.373854,-94.254620
-30.899322,-380.530618,-46.662332
-59.600896,-146.717922,-92.664891
-59.174418,-145.634136,-96.121394
-30.516618,-381.878275,-47.532911
-29.449921,-382.624881,-48.378523
-58.564516,-145.838112,-98.004025
-28.224179,-383.440038,-49.634307
-57.554969,-145.977315,-99.700699
-27.063978,-384.035309,-51.151015
-56.290760,-146.147768,-101.233281
-16.750862,-377.507421,-58.660505
-54.753058,-146.319065,-102.587388
-17.724279,-378.781935,-57.631578
-52.946743,-146.441451,-103.683296
-18.797435,-379.734149,-56.496897
-19.962036,-380.508798,-55.246499
-59.821493,-148.043929,-90.410379
-21.349960,-381.229798,-53.906542
-58.611998,-149.056033,-87.684630
-41.876548,-380.518445,-47.574459
-56.680057,-150.036599,-85.815666
-40.656977,-379.407869,-46.828399
-39.593557,-378.198427,-46.078941
-54.457880,-150.489278,-84.128515
-38.574592,-376.766787,-45.557912
-52.183157,-150.531962,-82.591931
-37.530130,-375.239726,-45.156209
-59.894687,-147.150466,-94.644212
-47.979925,-381.665337,-51.634190
-60.511024,-148.487123,-92.780621
-59.572142,-147.736099,-96.859401
-46.801259,-380.776070,-50.006950
-58.323773,-147.596099,-98.781766
-57.158383,-147.783976,-100.310993
-45.014555,-380.373314,-48.822182
-46.360565,-379.257104,-49.118600
-55.805334,-148.041100,-101.688753
-46.797636,-377.673277,-48.876613
-54.235617,-148.317870,-102.917583
-43.617502,-379.645082,-47.843077
-45.233537,-378.617334,-48.259053
-60.382626,-149.227921,-94.785336
-42.342273,-378.716279,-47.036150
-50.898626,-146.518798,-104.536975
-41.221822,-377.710619,-46.339606
-48.698616,-146.633642,-104.927859
-40.250833,-376.455107,-45.951508
-43.988191,-377.783412,-47.324480
-52.527778,-148.601320,-104.044995
-42.704058,-376.862484,-46.658125
-41.578885,-376.154401,-46.301335
